Locality,DateBins,Lat.,Long.,D_sum,N_sum,B_sum,R_sum,x_sum,F_sum,Q_sum,K_sum,E_sum,L_sum,n_sum,A_sum,G_sum,I_sum,J_sum,C_sum,O_sum,H_sum,P_sum,T_sum,y_haplos_sum
Khentii. Khanan Uul,2001-2500,47.216628,108.971538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khentii. Murun sum. Bus khairkhan Tomb 2,2501-3000,47.381667,110.316944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khentii. Rahsaan Khad,0-1000,47.216628,108.971538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khovd. Bulgan sum. Khudzhirtyn gol I. kurgan 2,2501-3000,46.063611,92.034167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khovd. Bulgan sum. Khudzrtyn gol II. barrow 1. burial 4 (main burial),3001-3500,45.35,90.85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Khovd. Bulgan sum. Uliastai deed denj II kurgan 1 burial 1 (secondary),1001-1500,45.39,90.798,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Khovd. Bulgan sum. Uliastain dood denj I. kurgan 4,2501-3000,45.39,90.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khovd. Bulgan sum. Yagshiin hodoo barrow 1. bone find B,4001-4500,46.12,91.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Khovd. Bulgan sum. Yagshiin hodoo. Barrow 3,4001-4500,46.12,91.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Khovd. Duut sum. Khoit Tsenkheriin gol 1988 barrow 3,3001-3500,47.423056,92.225833,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Khovd. Khalzan Khoshuu. Bodonch Gol,0-1000,46.691222,92.794282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khovd. Munkhkhairkhan sum. Khukh tolgoi barrow 9 ,3001-3500,47.069,91.83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Khovd. Munkhkhairkhan sum. Ulaan goviin uzuur barrow 2,3501-4000,47.047374,91.839556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Khovd. Munkhkhairkhan sum. Ulaan goviin uzuur kurgan 1,3001-3500,47.069,91.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khovd. Munkhkhairkhan sum. Ulaan tolgoi. barrow 3,3001-3500,47.069,91.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khovd. Takhiltyn Khotgor I,2001-2500,47.403058,92.104914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khovd. lower and middle terraces. Uliastai River,3001-3500,45.85636,91.931779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khovsgol aimag. Arbulag sorum,2501-3000,49.657028,99.725861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khovsgol aimag. Arbulag sorum,3001-3500,49.667817428571425,99.73864300000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khovsgol aimag. Ulaan-Uul sum,2001-2500,50.7,99.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Khuvsgul aimag. Alag-Erdene sum. Erhel nuur. Ulaan tolgoi ,2501-3000,50.117222,100.045833,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Khuvsgul aimag. Burentogtoh sum. Uushigiin uvur. Slab Burial 1,2501-3000,49.656,99.927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Khuvsgul aimag. Khankh sum. Khavtsal II Tomb 1 (Khirgisuur),3001-3500,51.5,100.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Khuvsgul. Atsyn Gol,2001-2500,49.27472222,101.4963889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khuvsgul. Salkhityn Am,2001-2500,49.162275,101.424353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kierzkowo,4501-5000,52.85,17.88333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kierzkowo,5001-5500,52.85,17.88333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kindoki,0-1000,-5.08583,15.1287,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3
Kinh. Ho Chi Minh City,0-1000,10.8,106.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirovograd Oblast. Dereivka village,5001-5500,48.91422,33.76493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirovograd Oblast. Dereivka village,6501-7000,48.91422,33.76493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirovograd Oblast. Dereivka village,8001-8500,48.91422,33.76493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kivutkalns,2501-3000,56.852,24.272000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klady. Dlinnaya Polyana,5001-5500,44.385019,40.394588,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
Klady. Dlinnaya Polyana,5501-6000,44.385019,40.394588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Kleinaitingen - Gewerbegebiet Nord,3501-4000,48.22281,10.84499,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Kleinhadersdorf Flur Marchleiten,6501-7000,48.663197,16.589687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knezeves,4001-4500,50.118,14.258000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolín,6001-6500,50.028889,15.201157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolín,6501-7000,50.028889,15.201157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Komariv-1. Grave 3,1501-2000,48.5351833,26.9676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kompolt-Kigyoser,4001-4500,47.167,20.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kompolt-Kigyoser,7001-7500,47.167,20.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Komárno. Chotín IA,2501-3000,47.808164,18.218719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Konary,6001-6500,50.67,21.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kornice,4001-4500,50.09,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koszyce. site 3,4001-4500,50.170137,20.579034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koszyce. site 3,4501-5000,50.17013699999999,20.579034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kovran. Kamchatka,0-1000,57.0,157.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kozani. Elati-Logkas,4001-4500,39.980392,21.823641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krakw,0-1000,50.04,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Krasnoyarsk Krai. near Orak Ulus. Orak burial place,3501-4000,55.1924,89.3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krepost,7501-8000,42.02,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kretuonas 1B,6001-6500,55.26,26.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ksiaznice. site 2,4501-5000,50.2,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuban steppe. Rasshevatskij 1,4501-5000,45.537249,41.116544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuban steppe. Rasshevatskij 1,5001-5500,45.537249,41.116544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kudruk�la. Ida-Viru,5501-6000,59.45,28.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kumsay. Kyirik Oba,4501-5000,49.49,58.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kumsay. Kyirik Oba,5001-5500,49.49,58.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kumtepe,5501-6000,39.95,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kumtepe,6501-7000,39.95,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kumy. Mound 1. burial 2,2501-3000,49.32555,35.3703667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kumy. Mound 6. burial 8,4501-5000,49.32465,35.3687167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kup'evaha. Mound 25. burial 1. skeleton 3,2001-2500,50.207055,35.285673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurevanikha,0-1000,58.78,36.16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Kurgan. Shadrinsky District. Vorobievo I. mound 2,2001-2500,56.5,63.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuriki Höyük (Southeast. Batman),2501-3000,37.79,41.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuriki Höyük (Southeast. Batman) ,2501-3000,37.79,41.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuriki Höyük (Southeast. Batman) ,5501-6000,37.79,41.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurma XI,4501-5000,53.179167,106.962778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kvärlöv. Saxtorp. Skåne,5501-6000,61.658497,17.003742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kwamba Suleja,0-1000,6.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kytmanovo,3501-4000,53.455999999999996,85.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyzyl Bulak 1,3501-4000,43.24655,77.813814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Königsbrunn - Obere Kreuzstraße (Baugebiet 110),3501-4000,48.26656,10.87857,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Königsbrunn - Obere Kreuzstraße (Baugebiet 110),4001-4500,48.26656,10.87857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Königsbrunn-Ampack,4001-4500,48.22281,10.87337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
La Caleta,0-1000,18.450952380952383,-69.68619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Caleta,1001-1500,18.450499999999998,-69.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Cavalade. Mas Rouge,4501-5000,43.14915,3.060582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Clape. Grotte Basse de la Vigne Perdue,3501-4000,43.14915,3.060582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Clape. Grotte Basse de la Vigne Perdue,4001-4500,43.14915,3.060582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Clape. Grotte des Tortues,3501-4000,43.149777,3.060539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Clape. Grotte des Tortues,4001-4500,43.149777,3.060539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Clape. Grotte des Tortues,4501-5000,43.149777,3.060539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Clape. Grotte du Rouquet,5001-5500,43.594016,3.91929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Magdalena,4001-4500,40.49033,-3.373888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Mina,5501-6000,41.2522,-2.32622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Rioja. Cueva de los Lagos,3001-3500,42.322944,-2.41212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
La Rioja. Hervías. Valdescusa,3501-4000,42.44,-2.8867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Union,0-1000,19.8,-70.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ladoga,0-1000,60.0,32.3,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,13
Ladoga,1001-1500,60.0,32.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Lahore,0-1000,31.5,74.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laikipia District Burial Site. GoJl45,0-1000,0.38,36.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laikipia. Kisima Farm. KFR-A5/Porcupine Cave,2501-3000,0.458,36.709,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Landau an der Isar,4001-4500,48.663,12.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landau. DGF-Lan,4001-4500,48.663,12.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Langeland. Bodkergarden,1001-1500,54.8,10.69,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Langeland. Bogevej,1001-1500,54.87,10.72,0,0,0,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,8
Langeland. Hesselbjergmarken,1001-1500,54.78,10.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Langeland. Kaagarden,1001-1500,54.85,10.78,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4
Langeland. Kumle hoje,1001-1500,54.89,10.74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Langeland. Stengade I,1001-1500,54.96,10.83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lapa do Santo,9501-10000,-19.47718333,-44.03805556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laranjal,6501-7000,-24.28372,-47.48565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Las Locas,2001-2500,10.03,-69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latino. Sonnino. Grotta La Sassa,4501-5000,41.425119,13.236331999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
Lauricocha. Highlands,8501-9000,-10.3222,-76.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lauzet-Ubaye. Villard,3001-3500,44.476,6.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lauzet-Ubaye. Villard,3501-4000,44.476,6.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lauzet-Ubaye. Villard,4001-4500,44.476,6.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazio. Collepardo. Grotta Regina Magherita,3001-3500,41.758506,13.365222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazio. Viterbo. Tarquinia,0-1000,42.249972,11.767892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazio. Viterbo. Tarquinia,1001-1500,42.249972,11.767892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazio. Viterbo. Tarquinia,2001-2500,42.249972,11.767892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lchashen cemetery,3001-3500,40.516618,44.93332099999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legedzine. Grave 20,1501-2000,48.8034167,30.5093667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lepenski Vir,7501-8000,44.552924,22.027563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lepenski Vir,8001-8500,44.552924,22.027563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Closeaux,9501-10000,48.52,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levanluhta,1001-1500,62.9,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liangdao,7501-8000,26.34,120.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liaoning. Chaoyang city. Banla mountain,5001-5500,41.4146691,120.27435180000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Lima,0-1000,-12.060000000000002,-77.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lima. Huaca Pucllana,0-1000,-12.111111,-77.033889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lima. Huaca Pucllana,1001-1500,-12.111111,-77.033889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisakovskiy,3501-4000,52.61,62.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisbon. Torres Vedras. Cabeço da Arruda I,5001-5500,39.110833,-8.663583,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
Lisbon. Verdelha dos Ruivos,4001-4500,38.875,-9.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisicin Dol-Marvinci. Valandovo,2501-3000,41.28,22.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ljubljana. Kongresni trg,2501-3000,46.050237,14.50372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lokomotiv,7501-8000,52.286944,104.249167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lolland. Syltholm,5501-6000,54.623,11.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long Island,1001-1500,23.1,-74.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long Island. Clarence Town. Rolling Heads Site,0-1000,23.1,-74.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorga de Din,4001-4500,41.708333,-6.927778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorga de Din,4501-5000,41.708333,-6.927778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Corniel,0-1000,19.83,-71.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovelock Cave. Nevada. US,0-1000,39.96,-118.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovelock Cave. Nevada. US,1501-2000,39.96,-118.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovosice,4001-4500,50.509507,14.04452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower Austria. St. Pölten. Pottenbrunn,2001-2500,48.241109,15.701654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower Saxony. Anderten,1001-1500,52.359733,9.869503,0,0,0,5,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,11
Lower Saxony. Drantum,1001-1500,52.81474,8.192343,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
Lower Saxony. Dunum,1001-1500,53.596232,7.645448,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12
Lower Saxony. Hiddestorf,1501-2000,52.280438,9.712492,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Lower Saxony. Issendorf,1501-2000,53.48764,9.513178,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Lower Saxony. Liebenau,1501-2000,52.605277,9.090713,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Lower Saxony. Schortens,1001-1500,53.537727999999994,7.944676,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Lower Saxony. Zetel,1001-1500,53.418071,7.973378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lucena. Covacha del Angel,3501-4000,37.406111,-4.416389,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Lucena. Sima del Angel,4001-4500,37.406111,-4.416389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucier. Southwestern Ontario,0-1000,42.216667,-83.066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucier. Southwestern Ontario,4501-5000,42.216667,-83.066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ludas-Varju-Dulo,2501-3000,47.82,19.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ludas-Varjú dűlő,2501-3000,47.725107,20.086185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Lugar do Canto,5501-6000,39.414,-8.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukenya Hill. GvJm 202,3001-3500,-1.46506,37.06667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Lukenya Hill. GvJm 202,3501-4000,-1.46506,37.06667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukurmata,0-1000,-16.44,-68.71,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Lukurmata,1501-2000,-16.44,-68.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lutsk,0-1000,50.74,25.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Luxmanda. UVS40,3001-3500,-4.255571,35.31848744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luzon. Northern Cagayan. Nagsabaran,1501-2000,18.19,121.6244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lánycsók. Csata-alja,6001-6500,45.993,18.58127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macao,0-1000,18.77917,-68.527222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macao,1001-1500,18.77917,-68.527222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid. Humanejos,4001-4500,40.22,-3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid. Humanejos,4501-5000,40.22,-3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid. San Fernando de Henares. Camino de las Yeseras,3501-4000,40.439,-3.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid. San Fernando de Henares. Camino de las Yeseras,4001-4500,40.43575,-3.5095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magura Buduiasca. Teleor 3,7501-8000,44.027196,25.392494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maitan,3501-4000,50.09,74.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Makotrasy,5501-6000,50.145766,14.221421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaita,0-1000,-9.254305556,161.2226944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malak Preslavets,7501-8000,43.98,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malakula,2001-2500,-16.016198149999997,167.4000713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malakula,2501-3000,-16.07388056,167.4477861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malatya Province. Arslantepe,4501-5000,38.381944,38.361111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malatya Province. Arslantepe,5001-5500,38.381944,38.361111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malatya Province. Arslantepe,5501-6000,38.381944,38.361111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malmo. Ljungbacka,0-1000,55.54,13.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mamai-Gora. The central sector of the burial. Mound 162. burial 15. skeleton 2,4001-4500,47.4333333,34.2666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamai-Gora. The eastern sector of the burial. Object 165. burial 1,2001-2500,47.4333333,34.2666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamai-Gora. The eastern sector of the burial. Object 175. burial 1,2001-2500,47.4333333,34.2666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man Bac,3501-4000,20.13333333,105.9833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang. Kyang,2001-2500,28.73,84.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
