Locality,DateBins,Lat.,Long.,D_sum,N_sum,B_sum,R_sum,x_sum,F_sum,Q_sum,K_sum,E_sum,L_sum,n_sum,A_sum,G_sum,I_sum,J_sum,C_sum,O_sum,H_sum,P_sum,T_sum,y_haplos_sum
England. West Yorkshire. Wattle Syke,1501-2000,53.9085,-1.384997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. West Yorkshire. Wattle Syke,2001-2500,53.9085,-1.384997,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
England. Wiltshire. Amesbury Down,2001-2500,51.168023,-1.7725402,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
England. Wiltshire. Amesbury Down,2501-3000,51.168023,-1.7725402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Wiltshire. Amesbury Down,3001-3500,51.168023,-1.7725402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Wiltshire. Amesbury Down,3501-4000,51.168023,-1.7725402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Wiltshire. Amesbury Down,4001-4500,51.168023,-1.7725401999999997,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
England. Wiltshire. Avebury. West Kennet,4501-5000,51.24308299999999,-1.51039,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
England. Wiltshire. Battlesbury Bowl,2001-2500,51.217744,-2.136648,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
England. Wiltshire. Boscombe Airfield,3501-4000,51.15,-1.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Wiltshire. Casterley Camp,2001-2500,51.28086,-1.835571,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
England. Wiltshire. Longbridge Deverill. Cow Down,2001-2500,51.163778,-2.162783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Wiltshire. Netheravon. Flying School,4001-4500,51.24,-1.76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Wiltshire. Porton,3501-4000,51.13,-1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Wiltshire. Potterne. Blackberry Field,2501-3000,51.330985,-2.050187,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Wiltshire. Rowbarrow,2001-2500,51.052725,-1.7862875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Wiltshire. Rowbarrow,2501-3000,51.052725,-1.7862875,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
England. Wiltshire. Rowbarrow,3001-3500,51.052725,-1.7862875,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
England. Wiltshire. Salisbury. Fussell's Lodge,5501-6000,51.091224,-1.72751,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
England. Wiltshire. Upavon. RFC Central Flying School,4001-4500,51.289876,-1.807234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Wiltshire. Wilsford,4001-4500,51.147052,-1.812529,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Wiltshire. Winterbourne Monkton. North Millbarrow,5001-5500,51.5243,-2.501,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
England. Yorkshire. Driffield Terrace,1501-2000,53.958333,-1.080278,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
England. Yorkshire. East Riding. North Ferriby. Melton Quarry,2001-2500,53.726187,-0.529641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Yorkshire. East Riding. North Ferriby. Melton Quarry,3001-3500,53.725076,-0.523009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Yorkshire. East Riding. North Ferriby. Melton Quarry,3501-4000,53.726187,-0.529641,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Yorkshire. Teeside. Norton,1001-1500,53.633,-1.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erd 4,3501-4000,47.341,18.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esperstedt,3501-4000,51.42,11.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esperstedt,4001-4500,51.42,11.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euboea island. Manika,4001-4500,38.498226,23.626147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eulau,3501-4000,51.167663,11.847527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eulau,4001-4500,51.167663,11.847527,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Extremadura,0-1000,39.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eyrephort,1001-1500,53.51,-10.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fajsz Garadomb,6501-7000,46.41594,18.91974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falshöj,4001-4500,56.676,10.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Far Eastern Federal District. Amur Oblast. Blagovechensk. Oktyabr'skoe,1001-1500,49.6731,127.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Far Eastern Federal District. Yakutia. Central Yakutia. Dyupsya,2501-3000,63.0739,130.7369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Far Eastern Federal District. Yakutia. Central Yakutia. Kyordyughen 1,4001-4500,62.0667,132.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Far Eastern Federal District. Yakutia. Central Yakutia. Kyordyughen 2,4501-5000,62.0667,132.3336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Far Eastern Federal District. Yakutia. Kolyma River. Kamenka 2,3501-4000,66.8,152.6333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Far Eastern Federal District. Yakutia. Kolyma River. Pomazkino site,3001-3500,67.9167,156.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Far Eastern Federal District. Yakutia. Lena River. Matta lake burial,6501-7000,62.3557,130.6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Far Eastern Federal District. Yakutia. Lena River. Onnyos burial,6001-6500,60.4583,131.0917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroes. Church2,0-1000,61.85,-6.8,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13
Faroes. Hvalba,0-1000,61.6,-6.955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fingira,2001-2500,-10.786153,33.765371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foggia. Cancarro,0-1000,41.34,15.26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Foggia. San Lorenzo,0-1000,41.42,15.58,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Fossvellir,0-1000,65.437602,-14.602639,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"France. Yonne. Gurgy ""les Noisats"" Family A (12 members) (we detect 21 2d/3d relative pairs: GRG008-GRG018. GRG023-GRG027. GRG021-GRG027. GRG018-GRG027. GRG023-GRG035. GRG016-GRG023. GRG016-GRG025. GRG016-GRG035. GRG016-GRG041. GRG015-GRG041. GRG008-GRG041. GRG018-GRG041. GRG021-GRG041. GRG023-GRG041. GRG027-GRG041. GRG035-GRG041. GRG057-GRG041. GRG057-GRG008. GRG057-GRG018. GRG057-GRG021. GRG057-GRG027)",6001-6500,47.97,3.56,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,6
"France. Yonne. Gurgy ""les Noisats"" Family A (12 members) (we detect 21 2d/3d relative pairs: GRG008-GRG018. GRG023-GRG027. GRG021-GRG027. GRG018-GRG027. GRG023-GRG035. GRG016-GRG023. GRG016-GRG025. GRG016-GRG035. GRG016-GRG041. GRG015-GRG041. GRG008-GRG041. GRG018-GRG041. GRG021-GRG041. GRG023-GRG041. GRG027-GRG041. GRG035-GRG041. GRG057-GRG041. GRG057-GRG008. GRG057-GRG018. GRG057-GRG021. GRG057-GRG027)",6501-7000,47.97,3.56,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
"France. Yonne. Gurgy ""les Noisats"" Family A (2 members) (GRG047-GRG056 are 2d/3d rels)",6001-6500,47.97,3.56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Fredriksberg,3501-4000,55.557,13.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fremri-Svartardalur,1001-1500,65.317,-19.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friedberg - Metzgerwäldchen,4001-4500,48.34656,10.98156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friesland. Midlum,1001-1500,53.184298,5.444314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuente Celada,7001-7500,42.385639,-3.734895,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Fujian. Minhou. Min River. Tanshishan,4001-4500,26.2,119.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fujian. Minhou. Xitoucun,4001-4500,26.2,119.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fujian. Zhangping. Wuyi-Nanling. Qihedong,8001-8500,25.4,117.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Funadomari,3001-3500,45.373106,141.025458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Funen. Galgedil,1001-1500,55.5,10.33,0,0,0,5,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,10
Funen. Hessum,1001-1500,55.51,10.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Funen. Ladby,1001-1500,55.43,10.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Funen. Rantzausminde,1001-1500,55.04999999999999,10.53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Futuna,1001-1500,-19.519667,170.226106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,0-1000,42.5,-8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganj Dareh,0-1000,34.45,48.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganj Dareh,9501-10000,34.45,48.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Ganj Dareh,10001-10500,34.45,48.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Garadna,7001-7500,48.52,21.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garissa,0-1000,5.6,48.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garleti,6501-7000,44.322017,23.838043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gelderland. Nijmegen-Lent,2501-3000,51.842,5.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geoksiur,5001-5500,37.1907,61.0343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geoksyur,4501-5000,37.1907,61.0343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geoksyur,5001-5500,37.1907,61.0343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar. Europa 1,6501-7000,36.132004,-5.343773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilsarteigur,1001-1500,65.367,-14.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Girona. Empuries. necropolis Centre de Visitants,1501-2000,42.1333,3.1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girona. Empuries. necropolis Centre de Visitants,2001-2500,42.1333,3.1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girona. Empuries. necropolis Centre de Visitants,2501-3000,42.1333,3.1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girona. Pla de l'Horta,1001-1500,42.01656,2.814897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gishimangeda Cave,1501-2000,-3.48,35.35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Gishimangeda Cave,2001-2500,-3.4799999999999995,35.35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Gishimangeda Cave,2501-3000,-3.48,35.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Glăvăneşti,4001-4500,46.2442,27.3975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gnezdovo,0-1000,54.78,31.87,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
Gonur,3501-4000,38.21228,62.03443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gonur,4001-4500,38.21228,62.03443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordion (Central. Ankara),2001-2500,39.65248,31.996659000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordion (Central. Ankara),2501-3000,39.65248,31.996659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gornja Vrba-Savsko polje,7001-7500,45.14585,18.061342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goryachevadskiy,4501-5000,44.031853,43.129956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gotland. Eksta. Ajvide Settlement,4501-5000,57.28,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gotland. Frojel,0-1000,57.34,18.19,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Gotland. Hemmor,5001-5500,57.22,18.57,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Gotland. Kopparsvik,0-1000,57.63,18.28,0,1,0,9,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,16
Gotland. Stora Karlsö,4501-5000,57.287,18.206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Gotland. Västerbjers,4501-5000,57.580000000000005,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10
Govrlevo-Skopje,2501-3000,41.93,21.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gökhem. Västergötland,4501-5000,58.174,13.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gökhem. Västergötland,5001-5500,58.174,13.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gran Canaria,0-1000,27.966667,-15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gran Canaria,1001-1500,27.966667,-15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granada,0-1000,37.1461,-3.5913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granada. Alhama de Granada. Casa Cuartel Guardia Civil,0-1000,37.0010611,-3.9930305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granada. Arenas del Rey,4001-4500,37.005,-3.8947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granada. Huéscar. Cueva Romero,0-1000,37.8071083,-2.543041667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granada. Monachil,3501-4000,37.1366,-3.5483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granada. Montefrío. El Castillón,1001-1500,37.3244444,-4.005833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granada. Orce,3001-3500,37.7263,-2.5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granada. Orce,3501-4000,37.7263,-2.5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granada. Plaza Einstein,1501-2000,37.1775,-3.609166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand-Est (East). Bergheim. Saulager,5501-6000,43.21817,2.4127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand-Est (East). Bergheim. Saulager,6001-6500,43.21817,2.4127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Grand-Est (East). Bischwihr. Muehlacker,3501-4000,48.09825,7.43701,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Grand-Est (East). Colmar. Jardin des Aubépines,2001-2500,48.07935,7.35851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand-Est (East). Erstein. Erstein Untergasse,2001-2500,48.42353,7.66326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand-Est (East). Morschwiller-le-Bas. ZAC des collines I IKEA. Hungeheuer Hoelzle,7001-7500,48.82027,7.62599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand-Est (East). Niederergheim. Innere Allmende,2501-3000,47.98479,7.39916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand-Est (East). Nordhouse. Nordhouse,2501-3000,48.44526,7.67118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand-Est (East). Obernai. PAEI,3501-4000,48.46226,7.48167,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Grand-Est (East). Pont-sur-Seine. Ferme de l'Ile,5001-5500,48.51852,3.59633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand-Est (East). Pont-sur-Seine. Pont-sur-Seine,4001-4500,48.51852,3.59633,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Grand-Est (East). Rixheim. Zac du Petit Prince,3501-4000,47.74437,7.396829999999999,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Grand-Est (East). Rosheim. Rosheim ""Mittelfeld"" ""Rosenmeer""",6501-7000,48.49666,7.47052,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
Grand-Est (East). Sainte-Croix-en-Plaine. Jebsen Boden,2001-2500,48.00894,7.38445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand-Est (East). Schwindratzheim. Lotissement Les Terrasses de la Zorn,7001-7500,48.75563,7.59958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Grand-Est (East). Wettolsheim. Wettolsheim,5001-5500,48.0578,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Granma province. Rio Cauto Basin. Playa del Mango,1501-2000,20.554,-76.986,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Green Island. Gongguan site,3001-3500,22.675,121.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gregorievka 2,4001-4500,51.631339,74.66445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grimsstadir,1001-1500,65.642222,-16.120278,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Grofove njive,2001-2500,45.914224,15.4691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Groningen,0-1000,53.21728,6.565521,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Groningen,1001-1500,53.21728,6.565521,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
Guam. Naton Beach Site,2501-3000,13.519983,144.806559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam. Ritidian Site,2001-2500,13.65,144.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gura Baciului,5001-5500,46.7877247,23.520877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guruldek,3001-3500,51.00611389,57.92825278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Győr-Moson-Sopron county. Győr-Kert utca,2001-2500,47.674394,17.630908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Győr-Moson-Sopron county. Kópháza-Széles földek,2001-2500,47.647501,16.629722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Győr-Moson-Sopron county. Markotabödöge-Mohos-tóra-dűlő,2001-2500,47.688333,17.298056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hajdudorog-Szallasfold,3001-3500,47.886423,21.50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hajduka Vodenica,8001-8500,44.640262,22.30333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hajdunánás. Eszlári út,7001-7500,47.85755,21.43239,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Hajdúböszörmény Homokbánya IV,1001-1500,47.670263,21.46548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hajji Firuz,4001-4500,36.9944,45.4744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hajji Firuz,7501-8000,36.9944,45.4744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halberstadt-Sonntagsfeld,3501-4000,51.89583333,11.04666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halberstadt-Sonntagsfeld,6001-6500,51.89583333,11.04666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halberstadt-Sonntagsfeld,6501-7000,51.89583333,11.04666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halberstadt-Sonntagsfeld,7001-7500,51.89583333,11.04666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halikarnassos (Aegean. Bodrum. Yokuşbaşı),2001-2500,37.044768,27.436551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Han. Beijing,0-1000,39.91666699999999,116.383333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanben. Blihun site,1001-1500,24.32777778,121.7655556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Hanben. Blihun site,1501-2000,24.32777778,121.7655556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14
Haputo,0-1000,13.576983,144.831288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harjis cemetery,2501-3000,39.434403,46.22504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harju. Ilmandu III,2001-2500,59.4489,24.4831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harju. Ilmandu III. tarand IV. burial 9,2001-2500,59.4489,24.4831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harju. Lastekangur 2 at Rebala. cist,2501-3000,59.4708,25.0972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harju. Parna 1 at Väo. cist,2501-3000,59.4308,24.9089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harju. Toomani 12 at Muuksi. cist 2,2501-3000,59.4972,25.5114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harju. Toomani 5 at Muuksi. cist 4,3001-3500,59.4972,25.5114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harmanören-Göndürle Höyük (Mediterranean. Isparta) ,4001-4500,37.91774,30.70839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harmanören-Göndürle Höyük (Mediterranean. Isparta) ,4501-5000,37.91774,30.70839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hasanlu,2501-3000,37.005,45.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hasanlu,3001-3500,37.005,45.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hatay Province. Tell Atchana/Alalakh,3001-3500,36.23778,36.38472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hatay Province. Tell Atchana/Alalakh,3501-4000,36.23778,36.38472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hatay Province. Tell Kurdu,7501-8000,36.329405,36.444255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hatay. Tell Atchana (Alalakh),3501-4000,36.2378,36.3847,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,1,7
Haunstetten - Postillionstraße,3501-4000,48.29573,10.89103,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Haunstetten - Postillionstraße,4001-4500,48.29573,10.89103,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Haunstetten - Unterer Talweg 58-62,3501-4000,48.31611,10.89153,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Haunstetten - Unterer Talweg 58-62,4001-4500,48.31966,10.891529999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
