+------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+---------------+-----------+-----------+----------+----------+----------+---------+----------+----------+---------+-----------+-----------+-----------+-----------+---------+-----------+----------+---------+-----------+-----------+----------+----------------+
|      | CombinedBins                                                                                                                                                                                                                                                                                                                                                                                                                          |       Lat. |         Long. |     I_sum |     F_sum |    E_sum |    A_sum |    Q_sum |   D_sum |    H_sum |    R_sum |   x_sum |     N_sum |     G_sum |     T_sum |     B_sum |   K_sum |     L_sum |    n_sum |   O_sum |     C_sum |     J_sum |    P_sum |   y_haplos_sum |
| 1481 | Nqoma ( 1001-1500 )                                                                                                                                                                                                                                                                                                                                                                                                                   | -17.9415   |   24.7093     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1482 | Nubia. Kulubnarti. Cemetery R ( 1001-1500 )                                                                                                                                                                                                                                                                                                                                                                                           |  21.0705   |   30.664      |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1483 | Nubia. Kulubnarti. Cemetery S ( 1001-1500 )                                                                                                                                                                                                                                                                                                                                                                                           |  21.0705   |   30.664      |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1484 | Nui Nap ( 1501-2000 )                                                                                                                                                                                                                                                                                                                                                                                                                 |  19.8      |  105.8        |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1485 | Nyandarua. Ol Kalou ( 1501-2000 )                                                                                                                                                                                                                                                                                                                                                                                                     |  -0.263    |   36.375      |   0       |   0       | 100      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 1486 | Nyanrindi Rockshelter ( 3001-3500 )                                                                                                                                                                                                                                                                                                                                                                                                   |   0.3261   |   34.2711     |   0       |   0       | 100      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 1487 | Nógrád county. Nógrádkövesd-Víztározó ( 2501-3000 )                                                                                                                                                                                                                                                                                                                                                                                   |  47.8746   |   19.3731     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1488 | Oakaie ( 2501-3000 )                                                                                                                                                                                                                                                                                                                                                                                                                  |  21.5      |   95.6167     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1489 | Oberbipp Horgen ( 4501-5000 )                                                                                                                                                                                                                                                                                                                                                                                                         |  47.2621   |    7.65984    |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1490 | Oberbipp Horgen ( 5001-5500 )                                                                                                                                                                                                                                                                                                                                                                                                         |  47.2621   |    7.65984    |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1491 | Oberottmarshausen - Kiesgrube Lauter ( 3001-3500 )                                                                                                                                                                                                                                                                                                                                                                                    |  48.2252   |   10.8498     |   0       |   0       |   0      |   0      |   0      |       0 |   0      | 100      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 1492 | Oberottmarshausen - Kiesgrube Lauter ( 3501-4000 )                                                                                                                                                                                                                                                                                                                                                                                    |  48.2252   |   10.8498     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 | 100       |   0       |   0      |              1 |
| 1493 | Oblaczkowo ( 4501-5000 )                                                                                                                                                                                                                                                                                                                                                                                                              |  52.3      |   17.55       |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1494 | Obrežje ( 2501-3000 )                                                                                                                                                                                                                                                                                                                                                                                                                 |  45.8479   |   15.6904     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1495 | Occitanie (South). Agde. Le Peyrou ( 2001-2500 )                                                                                                                                                                                                                                                                                                                                                                                      |  43.3114   |    3.48196    |   0       |   0       |   0      |   0      |   0      |       0 |   0      | 100      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 1496 | Occitanie (South). Bessan. La Monédière ( 2001-2500 )                                                                                                                                                                                                                                                                                                                                                                                 |  43.3614   |    3.42701    | 100       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 1497 | Occitanie (South). Béziers. Le Crès ( 6001-6500 )                                                                                                                                                                                                                                                                                                                                                                                     |  43.2051   |    3.1308     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1498 | Occitanie (South). Castelnaudary. Quinquiris ( 3501-4000 )                                                                                                                                                                                                                                                                                                                                                                            |  43.2957   |    1.96175    |   0       |   0       |   0      |   0      |   0      |       0 |   0      | 100      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 1499 | Occitanie (South). Gailhan. Oppidum du Plan de la Tour ( 2001-2500 )                                                                                                                                                                                                                                                                                                                                                                  |  43.844    |    4.03237    |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1500 | Occitanie (South). Laure. Dolmen de Saint-Eugène ( 3501-4000 )                                                                                                                                                                                                                                                                                                                                                                        |  43.162    |    2.3116     |   0       |   0       |   0      |   0      |   0      |       0 |   0      | 100      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 1501 | Occitanie (South). Sigean. Pech Maho ( 2001-2500 )                                                                                                                                                                                                                                                                                                                                                                                    |  43.0456   |    2.95644    |   0       |   0       |   0      |   0      |   0      |       0 |   0      | 100      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              2 |
| 1502 | Occitanie (South). Valros. Le Pirou ( 3501-4000 )                                                                                                                                                                                                                                                                                                                                                                                     |  43.2516   |    3.2202     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1503 | Occitanie (South). Valros. Le Pirou ( 6001-6500 )                                                                                                                                                                                                                                                                                                                                                                                     |  43.2516   |    3.2202     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1504 | Occitanie (South). Valros. Rec de Ligno ( 3501-4000 )                                                                                                                                                                                                                                                                                                                                                                                 |  43.2516   |    3.2202     |   0       |   0       |   0      |   0      |   0      |       0 |   0      | 100      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 1505 | Occitanie (South). Valros. Rec de Ligno ( 4001-4500 )                                                                                                                                                                                                                                                                                                                                                                                 |  43.2516   |    3.2202     |   0       |   0       |   0      |   0      |   0      |       0 |   0      | 100      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 1506 | Occitanie (South). Villedubert. Dolmen des Peirières ( 4501-5000 )                                                                                                                                                                                                                                                                                                                                                                    |  43.1355   |    2.2519     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1507 | Ofnet ( 8001-8500 )                                                                                                                                                                                                                                                                                                                                                                                                                   |  48.49     |   10.27       |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1508 | Ohoden (Vratsa) ( 7501-8000 )                                                                                                                                                                                                                                                                                                                                                                                                         |  43.3743   |   23.7293     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1509 | Ol'skaia. shore of Okhotsk Sea ( 3001-3500 )                                                                                                                                                                                                                                                                                                                                                                                          |  59.6      |  151          |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1510 | Oland ( 0-1000 )                                                                                                                                                                                                                                                                                                                                                                                                                      |  56.5201   |   16.5403     |  50       |   0       |   0      |   0      |   0      |       0 |   0      |  50      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              2 |
| 1511 | Oland ( 1001-1500 )                                                                                                                                                                                                                                                                                                                                                                                                                   |  56.7568   |   16.6906     |  50       |   0       |   0      |   0      |   0      |       0 |   0      |  31.8182 |       0 |   4.54545 |   0       |   0       |   0       |       0 |   4.54545 |   0      |       0 |   4.54545 |   4.54545 |   0      |             22 |
| 1512 | Oland ( 1501-2000 )                                                                                                                                                                                                                                                                                                                                                                                                                   |  56.5198   |   16.5172     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 | 100       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 1513 | Olljso ( 3501-4000 )                                                                                                                                                                                                                                                                                                                                                                                                                  |  56.0147   |   14.068      |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1514 | Olljso ( 4501-5000 )                                                                                                                                                                                                                                                                                                                                                                                                                  |  56.0147   |   14.068      |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1515 | Omsk Oblast. Kokonovka. Kokonovka Burial Ground. mound 11 ( 2001-2500 )                                                                                                                                                                                                                                                                                                                                                               |  54.99     |   73.37       |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1516 | Ondarre ( 3501-4000 )                                                                                                                                                                                                                                                                                                                                                                                                                 |  42.9933   |   -2.11339    |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1517 | Ondverdarnes ( 1001-1500 )                                                                                                                                                                                                                                                                                                                                                                                                            |  64.8851   |  -24.0445     |   0       |   0       |   0      |   0      |   0      |       0 |   0      | 100      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 1518 | Orenburg Regio. Southern Urals. Cherniy Yar ( 1501-2000 )                                                                                                                                                                                                                                                                                                                                                                             |  51.0667   |   55.0667     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1519 | Orkney Islands ( 0-1000 )                                                                                                                                                                                                                                                                                                                                                                                                             |  59        |   -3          |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1520 | Osh Province. Alai Valley. Alai/Nura I. II. Tuyuk II Mounds ( 1501-2000 )                                                                                                                                                                                                                                                                                                                                                             |  41.41     |   71.5        |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1521 | Osh Province. Alai Valley. Alai/Nura I. II. Tuyuk II Mounds ( 2001-2500 )                                                                                                                                                                                                                                                                                                                                                             |  41.41     |   71.5        |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1522 | Osh Province. Alai Valley. Alai/Nura I. II. Tuyuk II Mounds ( 2501-3000 )                                                                                                                                                                                                                                                                                                                                                             |  41.41     |   71.5        |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1523 | Osijek-Hermanov vinograd ( 6501-7000 )                                                                                                                                                                                                                                                                                                                                                                                                |  45.551    |   18.7466     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1524 | Osijek. Beli Manastir-Popova zemlja ( 1501-2000 )                                                                                                                                                                                                                                                                                                                                                                                     |  45.747    |   18.57       |   0       |   0       |   0      |   0      |   0      |       0 |   0      | 100      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 1525 | Osijek. Beli Manastir-Popova zemlja ( 4501-5000 )                                                                                                                                                                                                                                                                                                                                                                                     |  45.747    |   18.57       |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1526 | Osijek. Beli Manastir-Popova zemlja ( 6001-6500 )                                                                                                                                                                                                                                                                                                                                                                                     |  45.747    |   18.57       |  25       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |  50       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |  25       |   0      |              4 |
| 1527 | Osijek. Beli Manastir-Popova zemlja ( 6501-7000 )                                                                                                                                                                                                                                                                                                                                                                                     |  45.747    |   18.57       | 100       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              1 |
| 1528 | Osijek. Jagodnjak-Krcevine ( 3501-4000 )                                                                                                                                                                                                                                                                                                                                                                                              |  45.687    |   18.506      |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       | 100       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              4 |
| 1529 | Oslonki ( 6001-6500 )                                                                                                                                                                                                                                                                                                                                                                                                                 |  52.61     |   18.8        |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1530 | Osor-St. Peter ( 2501-3000 )                                                                                                                                                                                                                                                                                                                                                                                                          |  44.6945   |   14.3927     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1531 | Osterhofen-Altenmarkt ( 4001-4500 )                                                                                                                                                                                                                                                                                                                                                                                                   |  48.691    |   13.016      |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1532 | Ostojicevo ( 3501-4000 )                                                                                                                                                                                                                                                                                                                                                                                                              |  45.8881   |   20.1667     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1533 | Ovaören ( 4501-5000 )                                                                                                                                                                                                                                                                                                                                                                                                                 |  38.6293   |   34.2977     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1534 | Oy-Dzhaylau III ( 3001-3500 )                                                                                                                                                                                                                                                                                                                                                                                                         |  42.6894   |   73.1175     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1535 | Oy-Dzhaylau III ( 3501-4000 )                                                                                                                                                                                                                                                                                                                                                                                                         |  42.6894   |   73.1175     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1536 | Oylum Höyük (Southeast. Kilis) ( 0-1000 )                                                                                                                                                                                                                                                                                                                                                                                             |  36.69     |   37.17       |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1537 | Oylum Höyük (Southeast. Kilis) ( 1001-1500 )                                                                                                                                                                                                                                                                                                                                                                                          |  36.69     |   37.17       |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1538 | Oylum Höyük (Southeast. Kilis) ( 3501-4000 )                                                                                                                                                                                                                                                                                                                                                                                          |  36.69     |   37.17       |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1539 | Oylum Höyük (Southeast. Kilis) ( 4001-4500 )                                                                                                                                                                                                                                                                                                                                                                                          |  36.69     |   37.17       |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1540 | Oylum Höyük (Southeast. Kilis) ( 5001-5500 )                                                                                                                                                                                                                                                                                                                                                                                          |  36.69     |   37.17       |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1541 | Ozera. OAE-99 ( 4501-5000 )                                                                                                                                                                                                                                                                                                                                                                                                           |  48.9912   |   33.9505     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1542 | Padina ( 10001-10500 )                                                                                                                                                                                                                                                                                                                                                                                                                |  44.5959   |   22.0106     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1543 | Padina ( 10501-11000 )                                                                                                                                                                                                                                                                                                                                                                                                                |  44.5959   |   22.0106     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
| 1544 | Padina ( 11001-11500 )                                                                                                                                                                                                                                                                                                                                                                                                                |  44.5959   |   22.0106     |   0       |   0       |   0      |   0      |   0      |       0 |   0      |   0      |       0 |   0       |   0       |   0       |   0       |       0 |   0       |   0      |       0 |   0       |   0       |   0      |              0 |
